timestamp_utc;looted_by__alliance;looted_by__guild;looted_by__name;item_id;item_name;quantity;looted_from__alliance;looted_from__guild;looted_from__name
2025-12-04T16:34:30.262Z;;Noob Family;proplayerr06;T6_RUNE;Master's Rune;1;;;@MOB_T6_MOB_RD_AVALON_PIKEMAN_ELITE
2025-12-04T16:34:30.428Z;;Technique;reiOenkow;T4_RUNE;Adept's Rune;2;;;@MOB_T6_MOB_RD_AVALON_PIKEMAN_ELITE
2025-12-04T16:34:30.500Z;;Technique;XoGoKuoX;T5_SOUL;Expert's Soul;2;;;@MOB_T6_MOB_RD_AVALON_PIKEMAN_ELITE
2025-12-04T16:34:30.719Z;;Technique;reiOenkow;QUESTITEM_TOKEN_AVALON;Avalonian Energy;1;;;@MOB_T6_MOB_RD_AVALON_PIKEMAN_ELITE
2025-12-04T16:34:30.954Z;;Technique;reiOenkow;T5_SHARD_AVALONIAN;Expert's Avalonian Shard;1;;;@MOB_T6_MOB_RD_AVALON_PIKEMAN_ELITE
2025-12-04T16:34:31.036Z;;Technique;Deknight;T4_SOUL;Adept's Soul;1;;;@MOB_T6_MOB_RD_AVALON_BOWMAN_ELITE
2025-12-04T16:34:31.252Z;;Technique;Deknight;T4_RUNE;Adept's Rune;1;;;@MOB_T6_MOB_RD_AVALON_BOWMAN_ELITE
2025-12-04T16:34:31.485Z;;Technique;XoGoKuoX;T4_RUNE;Adept's Rune;1;;;@MOB_T6_MOB_RD_AVALON_WIZARD_ELITE
2025-12-04T16:34:31.689Z;;Technique;OchipiceR;QUESTITEM_TOKEN_AVALON;Avalonian Energy;2;;;@MOB_T6_MOB_RD_AVALON_PIKEMAN_ELITE
2025-12-04T16:34:32.123Z;;Technique;Deknight;T8_RANDOM_DUNGEON_SOLO_TOKEN_D2@2;T8_RANDOM_DUNGEON_SOLO_TOKEN_D2@2;1;;;@MOB_T6_MOB_RD_AVALON_BOWMAN_ELITE
2025-12-04T16:34:32.330Z;;Technique;Altair917;T5_SOUL;Expert's Soul;1;;;@MOB_T6_MOB_RD_AVALON_WIZARD_ELITE
2025-12-04T16:34:32.374Z;;Technique;Deknight;T8_RANDOM_DUNGEON_SOLO_TOKEN_D2@2;T8_RANDOM_DUNGEON_SOLO_TOKEN_D2@2;1;;;@MOB_T6_MOB_RD_AVALON_BOWMAN_ELITE
2025-12-04T16:34:32.659Z;;Technique;reiOenkow;T4_RUNE;Adept's Rune;1;;;@MOB_T6_MOB_RD_AVALON_BOWMAN_ELITE
2025-12-04T16:34:32.976Z;;Technique;reiOenkow;T4_RUNE;Adept's Rune;1;;;@MOB_T6_MOB_RD_AVALON_BOWMAN_ELITE
2025-12-04T16:34:33.203Z;;Technique;XoGoKuoX;T4_RUNE;Adept's Rune;1;;;@MOB_T6_MOB_RD_AVALON_WIZARD_ELITE
2025-12-04T16:34:33.423Z;;Technique;XoGoKuoX;T4_SOUL;Adept's Soul;3;;;@MOB_T6_MOB_RD_AVALON_WIZARD_ELITE
2025-12-04T16:34:33.628Z;638841636980653197;QUILL;Bigshots271;QUESTITEM_TOKEN_AVALON;Avalonian Energy;1;;;@MOB_T6_MOB_RD_AVALON_WIZARD_ELITE
2025-12-04T16:34:35.209Z;;Technique;reiOenkow;T4_RUNE;Adept's Rune;3;;;@MOB_T6_MOB_RD_AVALON_WIZARD_ELITE
2025-12-04T16:34:35.523Z;;Technique;XoGoKuoX;T4_SOUL;Adept's Soul;1;;;@MOB_T6_MOB_RD_AVALON_BOWMAN_ELITE
2025-12-04T16:34:35.584Z;;Technique;reNameLess;T4_RELIC;Adept's Relic;1;;;@MOB_T6_MOB_RD_AVALON_WIZARD_ELITE
2025-12-04T16:34:36.922Z;CRIT;COALITION;skrillaz;QUESTITEM_TOKEN_AVALON;Avalonian Energy;1;;;@MOB_T6_MOB_RD_AVALON_WIZARD_ELITE
2025-12-04T16:35:27.374Z;;Technique;XoGoKuoX;T6_MAIN_AXE;Master's Battleaxe;1;;;@MOB_T6_MOB_RD_AVALON_CLERIC_ELITE
2025-12-04T16:35:31.642Z;;Technique;reNameLess;QUESTITEM_TOKEN_AVALON;Avalonian Energy;1;;;@MOB_T6_MOB_RD_AVALON_CLERIC_ELITE
2025-12-04T16:35:31.672Z;;Technique;reiOenkow;T5_RUNE;Expert's Rune;1;;;@MOB_T6_MOB_RD_AVALON_CLERIC_ELITE
2025-12-04T16:35:31.895Z;;Technique;Deknight;T4_RUNE;Adept's Rune;4;;;@MOB_T6_MOB_RD_AVALON_KNIGHT_ELITE
2025-12-04T16:35:31.964Z;;Technique;reiOenkow;T4_SOUL;Adept's Soul;1;;;@MOB_T6_MOB_RD_AVALON_CLERIC_ELITE
2025-12-04T16:35:31.965Z;;Technique;reNameLess;QUESTITEM_TOKEN_AVALON;Avalonian Energy;1;;;@MOB_T6_MOB_RD_AVALON_CLERIC_ELITE
2025-12-04T16:35:31.965Z;;Technique;reiOenkow;T5_RUNE;Expert's Rune;1;;;@MOB_T6_MOB_RD_AVALON_CLERIC_ELITE
2025-12-04T16:35:32.211Z;;Technique;reiOenkow;T4_SOUL;Adept's Soul;1;;;@MOB_T6_MOB_RD_AVALON_CLERIC_ELITE
2025-12-04T16:35:32.497Z;;Technique;Altair917;T5_RELIC;Expert's Relic;1;;;@MOB_T6_MOB_RD_AVALON_KNIGHT_ELITE
2025-12-04T16:35:32.499Z;;Technique;reiOenkow;T5_RUNE;Expert's Rune;1;;;@MOB_T6_MOB_RD_AVALON_CLERIC_ELITE
2025-12-04T16:35:32.500Z;;Technique;reNameLess;QUESTITEM_TOKEN_AVALON;Avalonian Energy;1;;;@MOB_T6_MOB_RD_AVALON_CLERIC_ELITE
2025-12-04T16:35:32.707Z;;Technique;OchipiceR;QUESTITEM_TOKEN_AVALON;Avalonian Energy;1;;;@MOB_T6_MOB_RD_AVALON_PRIEST_ELITE
2025-12-04T16:35:33.288Z;;Technique;XoGoKuoX;T4_RUNE;Adept's Rune;1;;;@MOB_T6_MOB_RD_AVALON_KNIGHT_ELITE
2025-12-04T16:35:33.289Z;;Technique;reiOenkow;T4_RELIC;Adept's Relic;2;;;@MOB_T6_MOB_RD_AVALON_PRIEST_ELITE
2025-12-04T16:35:33.491Z;;Technique;Deknight;T4_SOUL;Adept's Soul;1;;;@MOB_T6_MOB_RD_AVALON_CLERIC_ELITE
2025-12-04T16:35:33.545Z;;Technique;XoGoKuoX;T4_SOUL;Adept's Soul;1;;;@MOB_T6_MOB_RD_AVALON_KNIGHT_ELITE
2025-12-04T16:35:33.612Z;;Technique;reiOenkow;T4_RUNE;Adept's Rune;1;;;@MOB_T6_MOB_RD_AVALON_PRIEST_ELITE
2025-12-04T16:35:33.753Z;;Technique;XoGoKuoX;T5_RELIC;Expert's Relic;1;;;@MOB_T6_MOB_RD_AVALON_KNIGHT_ELITE
2025-12-04T16:35:33.849Z;;Technique;XoGoKuoX;T4_SOUL;Adept's Soul;1;;;@MOB_T6_MOB_RD_AVALON_KNIGHT_ELITE
2025-12-04T16:35:33.875Z;;Technique;reiOenkow;T6_RUNE;Master's Rune;1;;;@MOB_T6_MOB_RD_AVALON_PRIEST_ELITE
2025-12-04T16:35:34.160Z;;Technique;reiOenkow;T6_RUNE;Master's Rune;1;;;@MOB_T6_MOB_RD_AVALON_PRIEST_ELITE
2025-12-04T16:35:34.360Z;;Noob Family;proplayerr06;T6_RELIC;Master's Relic;1;;;@MOB_T6_MOB_RD_AVALON_PRIEST_ELITE
2025-12-04T16:35:34.424Z;;Technique;XoGoKuoX;T4_SOUL;Adept's Soul;1;;;@MOB_T6_MOB_RD_AVALON_KNIGHT_ELITE
2025-12-04T16:35:34.535Z;;Technique;Deknight;T5_RUNE;Expert's Rune;1;;;@MOB_T6_MOB_RD_AVALON_KNIGHT_ELITE
2025-12-04T16:35:34.706Z;;Noob Family;proplayerr06;T4_SOUL;Adept's Soul;1;;;@MOB_T6_MOB_RD_AVALON_PRIEST_ELITE
2025-12-04T16:35:34.709Z;;Technique;reiOenkow;T6_RUNE;Master's Rune;1;;;@MOB_T6_MOB_RD_AVALON_PRIEST_ELITE
2025-12-04T16:35:34.716Z;CRIT;COALITION;skrillaz;T5_SOUL;Expert's Soul;1;;;@MOB_T6_MOB_RD_AVALON_PRIEST_ELITE
2025-12-04T16:35:35.047Z;CRIT;COALITION;skrillaz;T5_SOUL;Expert's Soul;1;;;@MOB_T6_MOB_RD_AVALON_PRIEST_ELITE
2025-12-04T16:35:35.359Z;CRIT;COALITION;skrillaz;T5_RUNE;Expert's Rune;2;;;@MOB_T6_MOB_RD_AVALON_PRIEST_ELITE
2025-12-04T16:35:35.510Z;FCKU;Mid;DontBlameMe;QUESTITEM_TOKEN_AVALON;Avalonian Energy;1;;;@MOB_T6_MOB_RD_AVALON_CLERIC_ELITE
2025-12-04T16:35:35.547Z;;Technique;XoGoKuoX;T4_SOUL;Adept's Soul;1;;;@MOB_T6_MOB_RD_AVALON_KNIGHT_ELITE
2025-12-04T16:35:35.788Z;;Technique;Deknight;T4_RUNE;Adept's Rune;2;;;@MOB_T6_MOB_RD_AVALON_PRIEST_ELITE
2025-12-04T16:35:36.004Z;;Technique;Deknight;T4_SOUL;Adept's Soul;1;;;@MOB_T6_MOB_RD_AVALON_PRIEST_ELITE
2025-12-04T16:35:36.235Z;;Technique;Deknight;T5_RUNE;Expert's Rune;1;;;@MOB_T6_MOB_RD_AVALON_PRIEST_ELITE
2025-12-04T16:35:36.394Z;FCKU;Mid;DontBlameMe;T5_SOUL;Expert's Soul;1;;;@MOB_T6_MOB_RD_AVALON_KNIGHT_ELITE
2025-12-04T16:35:36.424Z;;Technique;reiOenkow;T4_RUNE;Adept's Rune;1;;;@MOB_T6_MOB_RD_AVALON_CLERIC_ELITE
2025-12-04T16:35:36.482Z;;Technique;Deknight;T6_RUNE;Master's Rune;1;;;@MOB_T6_MOB_RD_AVALON_PRIEST_ELITE
2025-12-04T16:35:36.515Z;;Technique;Altair917;T8_RUNE;Elder's Rune;1;;;@MOB_T6_MOB_RD_AVALON_PRIEST_ELITE
2025-12-04T16:35:36.594Z;FCKU;Mid;DontBlameMe;T6_RUNE;Master's Rune;2;;;@MOB_T6_MOB_RD_AVALON_KNIGHT_ELITE
2025-12-04T16:35:36.673Z;FCKU;Mid;DontBlameMe;T5_SOUL;Expert's Soul;1;;;@MOB_T6_MOB_RD_AVALON_KNIGHT_ELITE
2025-12-04T16:35:36.770Z;;Noob Family;proplayerr06;T6_RELIC;Master's Relic;1;;;@MOB_T6_MOB_RD_AVALON_KNIGHT_ELITE
2025-12-04T16:35:36.773Z;;Technique;Deknight;T6_RUNE;Master's Rune;1;;;@MOB_T6_MOB_RD_AVALON_PRIEST_ELITE
2025-12-04T16:35:36.875Z;FCKU;Mid;DontBlameMe;T6_RUNE;Master's Rune;2;;;@MOB_T6_MOB_RD_AVALON_KNIGHT_ELITE
2025-12-04T16:35:36.996Z;;Noob Family;proplayerr06;T5_RUNE;Expert's Rune;2;;;@MOB_T6_MOB_RD_AVALON_KNIGHT_ELITE
2025-12-04T16:35:37.299Z;;Technique;Deknight;T4_RUNE;Adept's Rune;1;;;@MOB_T6_MOB_RD_AVALON_CLERIC_ELITE
2025-12-04T16:35:37.412Z;;Noob Family;proplayerr06;T5_RUNE;Expert's Rune;2;;;@MOB_T6_MOB_RD_AVALON_KNIGHT_ELITE
2025-12-04T16:35:37.594Z;;Technique;Deknight;T4_RUNE;Adept's Rune;1;;;@MOB_T6_MOB_RD_AVALON_CLERIC_ELITE
2025-12-04T16:35:38.017Z;;Technique;OchipiceR;T7_HEAD_LEATHER_SET1@1;Grandmaster's Mercenary Hood;1;;;@MOB_T6_MOB_RD_AVALON_CLERIC_ELITE
2025-12-04T16:35:38.078Z;;Technique;Altair917;T7_RUNE;Grandmaster's Rune;1;;;@MOB_T6_MOB_RD_AVALON_CLERIC_ELITE
2025-12-04T16:35:38.162Z;;Technique;reiOenkow;T4_RUNE;Adept's Rune;1;;;@MOB_T6_MOB_RD_AVALON_KNIGHT_ELITE
2025-12-04T16:35:38.222Z;;Technique;XoGoKuoX;T5_RUNE;Expert's Rune;1;;;@MOB_T6_MOB_RD_AVALON_PRIEST_ELITE
2025-12-04T16:35:38.226Z;;Technique;Deknight;T4_RUNE;Adept's Rune;1;;;@MOB_T6_MOB_RD_AVALON_CLERIC_ELITE
2025-12-04T16:35:38.229Z;;Noob Family;proplayerr06;T5_RUNE;Expert's Rune;2;;;@MOB_T6_MOB_RD_AVALON_KNIGHT_ELITE
2025-12-04T16:35:38.427Z;;Technique;reiOenkow;T4_RELIC;Adept's Relic;1;;;@MOB_T6_MOB_RD_AVALON_KNIGHT_ELITE
2025-12-04T16:35:38.732Z;;Technique;reiOenkow;QUESTITEM_TOKEN_AVALON;Avalonian Energy;1;;;@MOB_T6_MOB_RD_AVALON_KNIGHT_ELITE
2025-12-04T16:35:39.714Z;638841636980653197;QUILL;Bigshots271;T6_RUNE;Master's Rune;1;;;@MOB_T6_MOB_RD_AVALON_CLERIC_ELITE
2025-12-04T16:35:41.136Z;;Technique;reNameLess;T5_SHARD_AVALONIAN;Expert's Avalonian Shard;1;;;@MOB_T6_MOB_RD_AVALON_PRIEST_ELITE
2025-12-04T16:35:41.344Z;;Technique;reNameLess;T6_RUNE;Master's Rune;1;;;@MOB_T6_MOB_RD_AVALON_PRIEST_ELITE
2025-12-04T16:35:41.811Z;638841636980653197;QUILL;Bigshots271;QUESTITEM_TOKEN_AVALON;Avalonian Energy;2;;;@MOB_T6_MOB_RD_AVALON_PRIEST_ELITE
2025-12-04T16:36:02.149Z;;Noob Family;proplayerr06;T4_RELIC;Adept's Relic;1;;;@MOB_T6_MOB_RD_AVALON_BERSERK_ELITE
2025-12-04T16:36:02.393Z;;Noob Family;proplayerr06;T4_SOUL;Adept's Soul;1;;;@MOB_T6_MOB_RD_AVALON_BERSERK_ELITE
2025-12-04T16:36:11.362Z;;Technique;Deknight;T4_RELIC;Adept's Relic;1;;;@MOB_T6_MOB_RD_AVALON_BERSERK_ELITE
2025-12-04T16:36:12.832Z;;Technique;Deknight;T6_RUNE;Master's Rune;1;;;@MOB_T6_MOB_RD_AVALON_CLERIC_ELITE
2025-12-04T16:36:14.690Z;;Technique;Deknight;QUESTITEM_TOKEN_AVALON;Avalonian Energy;1;;;@MOB_T6_MOB_RD_AVALON_CLERIC_ELITE
2025-12-04T16:36:16.578Z;;Technique;Deknight;QUESTITEM_TOKEN_AVALON;Avalonian Energy;1;;;@MOB_T6_MOB_RD_AVALON_CLERIC_ELITE
2025-12-04T16:36:17.922Z;;Technique;Deknight;TREASURE_KNOWLEDGE_RARITY1;Corrupted Scroll;1;;;@MOB_T6_MOB_RD_AVALON_BERSERK_ELITE
2025-12-04T16:36:18.203Z;;Technique;Deknight;TREASURE_KNOWLEDGE_RARITY1;Corrupted Scroll;1;;;@MOB_T6_MOB_RD_AVALON_BERSERK_ELITE
2025-12-04T16:36:18.738Z;;Technique;XoGoKuoX;T4_RUNE;Adept's Rune;1;;;@MOB_T6_MOB_RD_AVALON_CLERIC_ELITE
2025-12-04T16:36:18.927Z;;Technique;XoGoKuoX;T5_RUNE;Expert's Rune;1;;;@MOB_T6_MOB_RD_AVALON_CLERIC_ELITE
2025-12-04T16:36:19.143Z;;Technique;XoGoKuoX;T5_SOUL;Expert's Soul;1;;;@MOB_T6_MOB_RD_AVALON_CLERIC_ELITE
2025-12-04T16:36:19.423Z;;Technique;XoGoKuoX;T5_SOUL;Expert's Soul;1;;;@MOB_T6_MOB_RD_AVALON_CLERIC_ELITE
2025-12-04T16:36:19.954Z;;Technique;reNameLess;QUESTITEM_TOKEN_AVALON;Avalonian Energy;1;;;@MOB_T6_MOB_RD_AVALON_CLERIC_ELITE
2025-12-04T16:36:20.211Z;;Technique;reNameLess;T5_SOUL;Expert's Soul;1;;;@MOB_T6_MOB_RD_AVALON_CLERIC_ELITE
2025-12-04T16:36:20.737Z;;Technique;XoGoKuoX;T4_RUNE;Adept's Rune;1;;;@MOB_T6_MOB_RD_AVALON_CLERIC_ELITE
2025-12-04T16:36:21.285Z;;Technique;reNameLess;T4_SHARD_AVALONIAN;Adept's Avalonian Shard;1;;;@MOB_T6_MOB_RD_AVALON_BERSERK_ELITE
2025-12-04T16:36:23.046Z;FCKU;Mid;DontBlameMe;T5_SOUL;Expert's Soul;1;;;@MOB_T6_MOB_RD_AVALON_BERSERK_ELITE
2025-12-04T16:36:23.150Z;;Technique;reNameLess;QUESTITEM_TOKEN_AVALON;Avalonian Energy;1;;;@MOB_T6_MOB_RD_AVALON_BERSERK_ELITE
2025-12-04T16:36:23.510Z;;Technique;XoGoKuoX;QUESTITEM_TOKEN_AVALON;Avalonian Energy;1;;;@MOB_T6_MOB_RD_AVALON_BERSERK_ELITE
2025-12-04T16:36:23.978Z;FCKU;Mid;DontBlameMe;QUESTITEM_TOKEN_AVALON;Avalonian Energy;1;;;@MOB_T6_MOB_RD_AVALON_CLERIC_ELITE
2025-12-04T16:36:26.139Z;;Technique;XoGoKuoX;T7_RUNE;Grandmaster's Rune;1;;;@MOB_T6_MOB_RD_AVALON_CLERIC_ELITE
2025-12-04T16:36:26.469Z;;Technique;Deknight;T4_RUNE;Adept's Rune;1;;;@MOB_T6_MOB_RD_AVALON_STATUE_ELITE
2025-12-04T16:36:26.581Z;FCKU;Mid;DontBlameMe;T6_RUNE;Master's Rune;1;;;@MOB_T6_MOB_RD_AVALON_CLERIC_ELITE
2025-12-04T16:36:27.552Z;;Technique;Deknight;T4_RUNE;Adept's Rune;2;;;@MOB_T6_MOB_RD_AVALON_CLERIC_ELITE
2025-12-04T16:36:27.676Z;;Technique;reiOenkow;T4_RUNE;Adept's Rune;1;;;@MOB_T6_MOB_RD_AVALON_CLERIC_ELITE
2025-12-04T16:36:27.803Z;;Technique;Deknight;T5_SHARD_AVALONIAN;Expert's Avalonian Shard;1;;;@MOB_T6_MOB_RD_AVALON_CLERIC_ELITE
2025-12-04T16:36:28.020Z;CRIT;COALITION;skrillaz;T6_SOUL;Master's Soul;1;;;@MOB_T6_MOB_RD_AVALON_BERSERK_ELITE
2025-12-04T16:36:29.235Z;;Technique;reiOenkow;T4_SOUL;Adept's Soul;2;;;@MOB_T6_MOB_RD_AVALON_BERSERK_ELITE
2025-12-04T16:36:29.497Z;;Technique;reiOenkow;T4_RUNE;Adept's Rune;1;;;@MOB_T6_MOB_RD_AVALON_BERSERK_ELITE
2025-12-04T16:36:30.813Z;;Technique;reiOenkow;T4_RUNE;Adept's Rune;3;;;@MOB_T6_MOB_RD_AVALON_BERSERK_ELITE
2025-12-04T16:36:30.970Z;;Noob Family;proplayerr06;T5_RUNE;Expert's Rune;1;;;@MOB_T6_MOB_RD_AVALON_STATUE_ELITE
2025-12-04T16:36:31.081Z;;Technique;reiOenkow;T6_RUNE;Master's Rune;1;;;@MOB_T6_MOB_RD_AVALON_BERSERK_ELITE
2025-12-04T16:36:31.084Z;;Technique;reiOenkow;T4_RUNE;Adept's Rune;3;;;@MOB_T6_MOB_RD_AVALON_BERSERK_ELITE
2025-12-04T16:36:31.393Z;;Technique;reiOenkow;T6_RUNE;Master's Rune;1;;;@MOB_T6_MOB_RD_AVALON_BERSERK_ELITE
2025-12-04T16:36:31.488Z;;Technique;XoGoKuoX;T4_SOUL;Adept's Soul;1;;;@MOB_T6_MOB_RD_AVALON_STATUE_ELITE
2025-12-04T16:36:31.624Z;;Technique;reiOenkow;T4_RUNE;Adept's Rune;3;;;@MOB_T6_MOB_RD_AVALON_BERSERK_ELITE
2025-12-04T16:36:31.662Z;;Technique;XoGoKuoX;T4_RUNE;Adept's Rune;1;;;@MOB_T6_MOB_RD_AVALON_STATUE_ELITE
2025-12-04T16:36:31.711Z;638841636980653197;QUILL;Bigshots271;T6_RUNE;Master's Rune;1;;;@MOB_T6_MOB_RD_AVALON_BERSERK_ELITE
